artist,song,lyrics
Bruno Mars,It Will Rain,"73 ContributorsTranslationsDeutschIt Will Rain Lyrics[Verse 1]
If you ever leave me, baby
Leave some morphine at my door
'Cause it would take a whole lot of medication
To realize what we used to have
We don't have it anymore
There's no religion that could save me
No matter how long my knees are on the floor, oh
So keep in mind all the sacrifices I'm makin'
To keep you by my side
To keep you from walkin' out the door

[Chorus]
'Cause there'll be no sunlight, if I lose you, baby
There'll be no clear skies, if I lose you, baby
Just like the clouds, my eyes will do the same
If you walk away, every day, it'll rain, rain, rain

[Verse 2]
I'll never be your mother's favorite
Your daddy can't even look me in the eye
Ooh, if I was in their shoes, I'd be doin' the same thing
Sayin', ""There goes my little girl
Walkin' with that troublesome guy""
But they're just afraid of somethin' they can't understand
Ooh, but, little darlin', watch me change their minds
Yeah, for you, I'll try, I'll try, I'll try, I'll try


[Refrain]
And pick up these broken pieces 'til I'm bleedin'
If that'll make you mine

[Chorus]
'Cause there'll be no sunlight, if I lose you, baby
There'll be no clear skies, if I lose you, baby
Just like the clouds, my eyes will do the same
If you walk away, every day it'll rain, rain, rain

[Bridge]
Oh, don't you say (Don't you say) goodbye (Goodbye)
Don't you say (Don't you say) goodbye (Goodbye)

[Refrain]
I'll pick up these broken pieces 'til I'm bleedin'
If that'll make it right

[Chorus]
'Cause there'll be no sunlight, if I lose you, baby
There'll be no clear skies, if I lose you, baby
Just like the clouds, my eyes will do the same
If you walk away, every day it'll rain, rain, rain"
Bruno Mars,Locked Out of Heaven,"104 ContributorsTranslationsEspañolDeutschItalianoTürkçeFrançaisLocked Out of Heaven Lyrics“Locked Out of Heaven” is a new wave, funk and reggae rock song about the rapturous feelings brought about by a relationship infused with positive emotion as well as good sex. Several music critics noted that… Read More [Intro: Bruno Mars & Mark Ronson]
(One, two, one, two, three)
Aw, yeah, yeah
Aw, yeah, yeah, yeah, yeah (Uh)
Aw, yeah, yeah
Aw, yeah, yeah, yeah, yeah (Uh)

[Verse 1]
Never had much faith in love or miracles (Uh)
Never wanna put my heart on the line (Uh)
But swimmin' in your water's somethin' spiritual (Uh)
I'm born again every time you spend the night, —ight (Uh)

[Pre-Chorus]
'Cause your sex takes me to paradise
Yeah, your sex takes me to paradise
And it shows
Yeah, yeah, yeah

[Chorus]
'Cause you make me feel like
I've been locked outta heaven
For too long
For too long
Yeah, you make me feel like
I've been locked outta heaven
For too long
For too long


[Post-Chorus]
Aw, yeah, yeah, yeah, yeah (Uh)
Aw, yeah, yeah
Aw, yeah, yeah, yeah, yeah (Uh)

[Verse 2]
You bring me to my knees, you make me testify (Uh)
You can make a sinner change his ways (Uh)
Open up your gates 'cause I can't wait to see the light (Uh)
And right there is where I wanna stay, —ay (Uh)

[Pre-Chorus]
'Cause your sex takes me to paradise
Yeah, your sex takes me to paradise
And it shows
Yeah, yeah, yeah

[Chorus]
'Cause you make me feel like
I've been locked outta heaven
For too long
For too long
Yeah, you make me feel like
I've been locked outta heaven
For too long
For too long


[Bridge]
Oh, woah, woah, woah
Yeah, yeah, yeah
Can I just stay here?
Spend the rest of my days here?
Oh, woah, woah, woah
Yeah, yeah, yeah
Can I just stay here?
Spend the rest of my days here?

[Chorus]
'Cause you make me feel like
I've been locked outta heaven
For too long
For too long
Yeah, you make me feel like
I've been locked outta heaven
For too long
For too long

[Post-Chorus]
Aw, yeah, yeah, yeah, yeah (Uh)
Aw, yeah, yeah
Aw, yeah, yeah, yeah, yeah (Uh)"
Bruno Mars,Grenade,"150 ContributorsTranslationsPortuguêsFrançaisTürkçeEspañolالعربيةDeutschGrenade Lyrics“Grenade” is the second single from Bruno Mars' debut album Doo-Wops & Hooligans.

In an interview with Idolator, Bruno explained the backstory of how the song was created and what it meant for him to sing… Read More [Verse 1]
Easy come, easy go, that's just how you live, oh
Take, take, take it all, but you never give
Shoulda known you was trouble from the first kiss
Had ya eyes wide open, uh, why were they open?

[Pre-Chorus]
(Woo-ooh) Gave you all I had, and you tossed it in the trash
(Woo-ooh) You tossed it in the trash, you did
(Woo-ooh) To give me all your love is all I ever asked
'Cause what ya don't understand is

[Chorus]
I'd catch a grenade for ya (Yeah, yeah, yeah)
Throw my hand on a blade for ya (Yeah, yeah, yeah)
I'd jump in front of a train for ya (Yeah, yeah, yeah)
You know I'd do anything for ya (Yeah, yeah, yeah), oh-oh-oh-oh-oh
I would go through all this pain (Ooh)
Take a bullet straight through my brain (Ooh-ooh-ooh-ooh)
Yes, I would die for you, baby (Ooh)
But you won't do the same

[Post-Chorus]
No, no, no, no-oh-oh-oh
Uh


[Verse 2]
Black, black, black and blue, beat me 'til I'm numb
Tell the devil I said ""hey"" when you get back to where you're from
Mad woman, bad woman, that's just what you are
Yeah, you'll smile in my face, then rip the brakes out my car

[Pre-Chorus]
(Woo-ooh) Gave you all I had, and you tossed it in the trash
(Woo-ooh) You tossed it in the trash, yes, you did
(Woo-ooh) To give me all your love is all I ever asked
'Cause what you don't understand is

[Chorus]
I'd catch a grenade for ya (Yeah, yeah, yeah)
Throw my hand on a blade for ya (Yeah, yeah, yeah)
I'd jump in front of a train for ya (Yeah, yeah, yeah)
You know I'd do anything for ya (Yeah, yeah, yeah), oh-oh-oh-oh-oh
I would go through all this pain (Ooh)
Take a bullet straight through my brain (Ooh-ooh-ooh-ooh)
Yes, I would die for you, baby (Ooh)
But you won't do the same

[Bridge]
(No) If my body was on fire
(No) Ooh, you'd watch me burn down in flames
(No) You said you loved me, you're a liar
'Cause you never, ever, ever did, baby


[Chorus]
(Uh) But darlin', I'd still catch a grenade for ya (Yeah, yeah, yeah)
Throw my hand on a blade for ya (Yeah, yeah, yeah)
I'd jump in front of a train for ya (Yeah, yeah, yeah)
You know I'd do anything for ya (Yeah, yeah, yeah), ooh-ooh-ooh-ooh-ooh
I would go through all this pain (Ooh)
Take a bullet straight through my brain (Ooh-ooh-ooh-ooh)
Yes, I would die for you, baby (Ooh)
But you won't do the same

[Outro]
No, you won't do the same
You wouldn't do the same
Ooh, you'd never do the same
No, no, no, no, oh-woah-oh"
Bruno Mars,Just the Way You Are,"75 ContributorsTranslationsΕλληνικάDeutschEspañolJust the Way You Are LyricsMegan Vick for Billboard explained the meaning of the song:

The song is about Bruno professing “his love for a beautiful girl who occupies his dreams”.
Mars professes his love…“When you smile, the whole… Read More [Intro]
Oh
Oh
Oh
Oh

[Verse 1]
Oh, her eyes, her eyes make the stars look like they're not shinin'
Her hair, her hair falls perfectly without her tryin'
She's so beautiful, uh
And I tell her every day
Yeah, I know, I know, when I compliment her, she won't believe me
And it's so, it's so sad to think that she don't see what I see
But every time she asks me, ""Do I look okay?""
I say

[Chorus]
When I see your face
There's not a thing that I would change
'Cause you're amazing
Just the way you are
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing
Just the way you are
Yeah


[Verse 2]
Her lips, her lips, I could kiss them all day if she'd let me
Her laugh, her laugh, she hates, but I think it's so sexy
She's so beautiful, uh
And I tell her every day
Oh, you know, you know, you know I'd never ask you to change
If perfect's what you're searching for, then just stay the same
So don't even bother askin' if you look okay
You know I'll say

[Chorus]
When I see your face
There's not a thing that I would change
'Cause you're amazing
Just the way you are
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing
Just the way you are

[Bridge]
The way you are
The way you are
Girl, you're amazing
Just the way you are


[Chorus]
When I see your face
There's not a thing that I would change
'Cause you're amazing
Just the way you are
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing
Just the way you are
Yeah"
Bruno Mars,Count on Me,"105 ContributorsTranslationsTürkçeCount on Me Lyrics“Count on Me” was the fifth single from Doo-Wops And Hooligans, Bruno Mars' debut studio album. It was written by Mars, Philip Lawrence, and Ari Leving (of The Smeezingtons).

It was recorded in Larrabee… Read More [Intro]
Oh-oh-oh

[Verse 1]
If you ever find yourself stuck in the middle of the sea
I'll sail the world to find you
If you ever find yourself lost in the dark and you can't see
I'll be the light to guide you

[Pre-Chorus]
We find out what we're made of
When we are called to help our friends in need

[Chorus]
You can count on me like one, two, three, I'll be there
And I know when I need it
I can count on you like four, three, two and you'll be there
'Cause that's what friends are s'posed to do, oh, yeah

[Post-Chorus]
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh, yeah, yeah

[Verse 2]
If you're tossin' and you're turnin' and you just can't fall asleep
I'll sing a song beside you
And if you ever forget how much you really mean to me
Everyday, I will remind you, oh


[Pre-Chorus]
We find out what we're made of
When we are called to help our friends in need

[Chorus]
You can count on me like one, two, three, I'll be there
And I know when I need it
I can count on you like four, three, two and you'll be there
'Cause that's what friends are s'posed to do, oh, yeah

[Post-Chorus]
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh, yeah, yeah

[Bridge]
You'll always have my shoulder when you cry
I'll never let go, never say goodbye

[Chorus]
You know you can count on me like one, two, three, I'll be there
And I know when I need it
I can count on you like four, three, two and you'll be there
'Cause that's what friends are s'posed to do, oh, yeah

[Post-Chorus]
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh


[Outro]
You can count on me 'cause I can count on you"
Bruno Mars,Talking to the Moon,"106 ContributorsTranslationsPortuguêsDeutschTalking to the Moon LyricsOriginally included on Bruno’s debut studio EP release It’s Better If You Don’t Understand, “Talking to the Moon” is a jazz power ballad with a stripped-down production — its instrumental is essentially… Read More [Verse 1]
I know you're somewhere out there, somewhere far away
I want you back, I want you back
My neighbors think I'm crazy, but they don't understand
You're all I had, you're all I had

[Pre-Chorus]
At night when the stars light up my room
I sit by myself

[Chorus]
Talkin' to the moon
Tryna get to you
In hopes you're on the other side talkin' to me, too
Or am I a fool who sits alone
Talkin' to the moon?
Oh

[Verse 2]
I'm feeling like I'm famous, the talk of the town
They say I've gone mad, yeah, I've gone mad
But they don't know what I know, 'cause when the sun goes down
Someone's talkin' back, yeah, they're talkin' back, oh

[Pre-Chorus]
At night when the stars light up my room
I sit by myself


[Chorus]
Talkin' to the moon
Tryna get to you
In hopes you're on the other side talkin' to me, too
Or am I a fool who sits alone
Talkin' to the moon?

[Bridge]
Oh-oh, oh-oh, oh-oh
Do you ever hear me callin'?
Oh-oh (Oh-oh-oh), oh-oh (Oh-oh-oh)
Oh-oh

[Chorus]
'Cause every night, I'm talkin' to the moon
Still tryna get to you
In hopes you're on the other side talkin' to me, too
Or am I a fool who sits alone
Talkin' to the moon?
Oh

[Outro]
I know you're somewhere out there, somewhere far away"
Bruno Mars,Finesse,"54 ContributorsFinesse Lyrics“Finesse” is the 8th song on Bruno Mars' album 24K Magic.

Bruno Mars first talked about the song in an interview with Rolling Stone saying that:

The next day, Mars is back in the studio to fix some of the… Read More [Verse 1]
Ooh, don't we look good together? (Together, together)
There's a reason why they watch all night long (All night long, woo!)
Yeah, I know we'll turn heads forever (Forever, forever)
So tonight, I'm gonna show you off

[Pre-Chorus]
When I walk in witchu (When I walk in witchu)
I watch the whole room change (I watch the whole room change)
Baby, that's what you do (Baby, that's what you do)
No, my baby don't play (No)
Blame it on my confidence or blame it on your measurements
Shut the shit down on sight
That's right

[Chorus]
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know it

[Verse 2]
Now slow it down for me, baby (Slow it down, girl)
'Cause I love the way it feels when we grind (When we grind,) yeah-eah
Our connection's so magnetic on the floor
Nothing can stop us tonight


[Pre-Chorus]
When I walk in witchu (When I walk in witchu)
I watch the whole room change (I watch the whole room change)
Baby, that's what you do (Baby, that's what you do)
No, my baby don't play (No)
Blame it on my confidence or blame it on your measurements
Shut the shit down on sight
That's right

[Chorus]
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know it (Woo!)

[Bridge]
Fellas, grab your ladies if your lady fine
Tell her she the one, she the one for life
Ladies, grab your fellas, and let's do this right (Do this right)
If you're on one like me in mind (Woo!)

[Refrain]
Yeah, we got it goin' on, got it goin' on
Don't it feel so good to be us? Ayy
Yeah, we got it goin' on, got it goin' on
Girl, we got it goin' on
Yeah, we got it goin' on, got it goin' on (He-hey)
Don't it feel so good to be us, ayy? (It feels so good with)
Yeah, we got it goin' on, got it goin' on (You)


[Chorus]
We out here drippin' in finesse
It don't make no sense
Out here drippin' in finesse
You know it, you know
We out here drippin' in finesse with my baby
It don't make no sense
Out here drippin' in finesse
You know it, you know it (Girl, you know we got it goin' on)

[Refrain]
Yeah, we got it goin' on, got it goin' on
Don't it feel so good to be us? Ayy
Yeah, we got it goin' on, got it goin' on
(You know it, you know it)
Yeah, we got it goin' on, got it goin' on (Ooh, girl, we got it)
Don't it feel so good to be us? Ayy (Baby)
Yeah, we got it goin' on, got it goin' on (Woo!)
(You know it, you know it)"
Bruno Mars,Treasure,"95 ContributorsTranslationsPortuguêsDeutschFrançaisTreasure Lyrics“Treasure” is a song by American singer-songwriter Bruno Mars. The song was written by Mars, Philip Lawrence, Ari Levine, and Phredley Brown, while production was handled by the former three as members of The… Read More [Intro]
Baby squirrel, you's a sexy motherfucker

[Verse 1]
Gimme your, gimme your, gimme your attention, baby
I gotta tell you a little somethin' about yourself
You're wonderful, flawless, ooh, you a sexy lady
But you walk around here like you wanna be someone else

[Pre-Chorus]
Oh, woah
I know that you don't know it
But you're fine, so fine (Fine, so fine)
Oh, woah
Oh, girl, I'm gonna show you
When you're mine, oh, mine (Mine, oh, mine)

[Chorus]
Treasure
That is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure you
Oh, oh, oh


[Verse 2]
Pretty girl, pretty girl, pretty girl, you should be smilin'
A girl like you should never look so blue
You're everything I see in my dreams
I wouldn't say that to you if it wasn't true

[Pre-Chorus]
Oh, woah
I know that you don't know it
But you're fine, so fine (Fine, so fine)
Oh, woah
Oh, girl, I'm gonna show you
When you're mine, oh, mine (Mine, oh, mine)

[Chorus]
Treasure
That is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure you
Oh, oh, oh

[Bridge]
You are my treasure
You are my treasure
You are my treasure
Yeah, you, you, you, you are
You are my treasure
You are my treasure
You are my treasure
Yeah, you, you, you, you are


[Chorus]
Treasure (You are my treasure)
That is what you are (You are my treasure)
(You are my treasure)
Honey, you're my golden star (You, you, you are)
(You are my treasure)
You know you can make my wish come true (You are my treasure)
(You are my treasure)
If you let me treasure you (You, you, you are)
(You are my treasure)
If you let me treasure you (You are my treasure)
Oh, oh, oh"
Bruno Mars,The Lazy Song,"92 ContributorsTranslationsTürkçeThe Lazy Song LyricsHave you ever had one of those days you simply felt like you didn’t want to do anything?

That’s pretty much what Bruno Mars is trying to say.[Chorus]
Today, I don't feel like doin' anything
I just wanna lay in my bed
Don't feel like pickin' up my phone
So leave a message at the tone
'Cause today, I swear, I'm not doin' anything, uh

[Verse 1]
I'm gonna kick my feet up, then stare at the fan
Turn the TV on, throw my hand in my pants
Nobody's gon' tell me I can't, nah
I'll be loungin' on the couch, just chillin' in my Snuggie
Click to MTV, so they can teach me how to dougie
'Cause in my castle, I'm the freakin' man

[Pre-Chorus]
Oh-oh, yes I said it, I said it (Ooh)
I said it, 'cause I can (Ooh)

[Chorus]
Today, I don't feel like doin' anything
I just wanna lay in my bed
Don't feel like pickin' up my phone
So leave a message at the tone
'Cause today, I swear, I'm not doin' anything


[Post-Chorus]
Nothin' at all
Woo-hoo, woo-hoo, ooh
Nothin' at all
Woo-hoo, woo-hoo, ooh

[Verse 2]
Tomorrow, I'll wake up, do some P90X
Meet a really nice girl, have some really nice sex
And she's gonna scream out, ""This is great"" (Oh my God, this is great)
Yeah, I might mess around and get my college degree
I bet my old man will be so proud of me
But sorry, pops, you'll just have to wait

[Pre-Chorus]
Oh-oh, yes I said it, I said it (Ooh)
I said it, 'cause I can (Ooh)

[Chorus]
Today, I don't feel like doin' anything
I just wanna lay in my bed
Don't feel like pickin' up my phone
So leave a message at the tone
'Cause today, I swear, I'm not doin' anything

[Bridge]
No, I ain't gonna comb my hair (Ooh)
'Cause I ain't goin' anywhere
No, no, no, no, no, no, no, no, no
I'll just strut in my birthday suit (Ooh)
And let everything hang loose
Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah


[Chorus]
Oh, today, I don't feel like doin' anything
I just wanna lay in my bed
Don't feel like pickin' up my phone
So leave a message at the tone
'Cause today, I swear, I'm not doin' anything

[Post-Chorus]
Nothin' at all
Woo-hoo, woo-hoo, ooh
Nothin' at all
Woo-hoo, woo-hoo, ooh
Nothin' at all"
Bruno Mars,Marry You,"72 ContributorsTranslationsPortuguêsMarry You LyricsPhilip Lawrence commented on the song during an interview with American Songwriter:

When we were coming up with that song, we had this image of a slow-mo video in Vegas of a couple running, and she’s in her… Read More [Chorus]
It's a beautiful night, we're lookin' for somethin' dumb to do
Hey, baby, I think I wanna marry you
Is it the look in your eyes, or is it this dancing juice?
Who cares, baby? I think I wanna marry you

[Verse 1]
Well, I know this little chapel on the boulevard, we can go
No one will know, oh, come on, girl
Who cares if we're trashed? Got a pocket full of cash we can blow
Shots of Patrón and it's on, girl

[Pre-Chorus]
Don't say no, no, no, no, no
Just say yeah, yeah, yeah, yeah, yeah
And we'll go, go, go, go, go
If you're ready, like I'm ready

[Chorus]
'Cause it's a beautiful night, we're lookin' for somethin' dumb to do
Hey, baby, I think I wanna marry you
Is it the look in your eyes, or is it this dancing juice?
Who cares, baby? I think I wanna marry you
Oh

[Verse 2]
(Ooh) I'll go get a ring, let the choir bells sing like, ""Ooh""
(Ooh) So what you wanna do? Let's just run, girl
(Ooh) If we wake up and you wanna break up, that's cool
(Ooh) No, I won't blame you, it was fun, girl


[Pre-Chorus]
Don't say no, no, no, no, no
Just say yeah, yeah, yeah, yeah, yeah
And we'll go, go, go, go, go
If you're ready, like I'm ready

[Chorus]
'Cause it's a beautiful night, we're lookin' for somethin' dumb to do
Hey, baby, I think I wanna marry you
Is it the look in your eyes, or is it this dancing juice?
Who cares, baby? I think I wanna marry you

[Bridge]
Just say, ""I do""
Tell me right now, baby, tell me right now, baby, baby
Just say, ""I do""
Tell me right now, baby, tell me right now, baby, baby, oh

[Chorus]
It's a beautiful night, we're lookin' for somethin' dumb to do
Hey, baby, I think I wanna marry you
(Ooh) Is it the look in your eyes, or is it this dancing juice?
(Ooh) Who cares, baby? I think I wanna marry you"
Bruno Mars,Chunky,"58 ContributorsChunky LyricsBruno Mars sings about his taste in women in his second song from 24k Magic, following the titular song from that album. In Chunky, the album’s 2nd track, he tells us he’s looking for women who are… Read More [Verse 1]
She gotta shake her lil' somethin'
(Shake her little somethin')
Ooh, throwin' that thing from left, right, side to side
She gotta have her own money
(She got her own money)
Oh, yeah
Shout out to the girls that pay they rent on time

[Pre-Chorus]
If you ain't here to party, take your ass back home
If you gettin' naughty, baby, here's my phone
Slide with your boy to the bar
Slide with your boy to the car
I been searchin' everywhere and now here you are

[Chorus]
Ooh, chunky
Lookin' for them girls with the big ol' hoops
That drop it down in Daisy Dukes
(I wanna get down)
Yeah, them the ones I'm tryna recruit
I'm lookin' at you
Yeah, you, baby

[Verse 2]
Now let me hear you say you're ready
(I'm ready)
Oh, yeah
Girl, you better have your hair weave strapped on tight
'Cause once we get goin', we're rollin'
We'll cha-cha 'til the mornin'
So just say alright
(Alright)


[Pre-Chorus]
If you ain't here to party, take your ass back home
If you gettin' naughty, baby, here's my phone
Slide with your boy to the bar
Slide with your boy to the car
I been searchin' everywhere and now here you are

[Chorus]
Ooh, chunky
Lookin' for them girls with the big ol' hoops
That drop it down in Daisy Dukes
(I wanna get down)
Yeah, them the ones I'm tryna recruit
I'm lookin' at you
Yeah, you, baby
(Baby, baby, baby)

[Bridge]
Ow, you got what I want
(I got what you want)
Girl, you got what I need
(I got what you need)
37-27-42
Ooh, squeeze all of that in my coupe
Girl, I-I choo-oose you


[Chorus]
Chunky
Lookin' for them girls with the big ol' hoops
That drop it down in Daisy Dukes
(I wanna get down)
Yeah, them the ones I'm tryna recruit, woah
I'm lookin' at you
Yeah, you, baby
Chunky
Oh, oh, oh, oh
Lookin' for them girls with the big ol' hoops, hoops
That drop it down in Daisy Dukes
(I wanna get down)
Yeah, them the ones I’m tryna recruit
Hey, I'm lookin' at you
Yeah, you, baby
(Baby, baby, baby)"
Bruno Mars,I Just Might,"50 ContributorsTranslationsČeskyItalianoРусский (Russian)日本語 (Japanese)PortuguêsBahasa IndonesiaPolskiTürkçeDeutschEspañolI Just Might Lyrics[Intro]
One, two, three, four
Doo-doo, doo-doo, doo-doo, doo-doo-doo
Doo-doo, doo-doo, doo-doo, doo-doo-doo

[Verse 1]
You stepped inside with a vibe I ain't never seen
Yes, you did, ooh
So girl, if you talk like you walk, come and talk to me
But look here

[Pre-Chorus]
It would break my heart, break my heart, break my heart
If I find out you can't move
You better show me now, show me now, show me now
'Cause when I take you to the floor, ooh, you gotta get down
You know what to do

[Chorus]
Hey, Mr. DJ (Oh, oh, oh)
Play a song for this pretty little lady (Oh, oh, oh)
'Cause if she dance as good as she look right now (Oh, oh, oh)
I just might, I just might make her my baby
I just might make her my baby, hey

[Post-Chorus]
Doo-doo, doo-doo, doo-doo, doo-doo-doo
I just might
Doo-doo, doo-doo, doo-doo, doo-doo-doo
Oh, I just might


[Verse 2]
But first, may I just say that your facе got me so intrigued?
I'm so intrigued
But what good is bеauty if your booty can't find the beat?
I don't wanna know, girl
So please don't do that to me

[Pre-Chorus]
'Cause it would break my heart, break my heart, break my heart
If I find out you can't move
You better show me now, show me now, show me now
'Cause when I take you to the floor, ooh, you gotta get down
You know what to do

[Chorus]
Hey, Mr. DJ (Oh, oh, oh)
Play a song for this pretty little lady (Oh, oh, oh)
'Cause if she dance as good as she look right now (Oh, oh, oh)
I just might, I just might make her my baby
I just might make her my baby, hey

[Bridge]
Woah, woah, woah, woah, woah
Woah, woah, woah, woah, woah
This the part where you break it all the way down, down, down, down
This the part where I turn you all the way around, 'round, 'round, 'round
Put some spirit in it, put your heart into it
That's all I need
And if I like what I see, you're comin' home with me


[Chorus]
Hey, Mr. DJ (Oh, oh, oh)
Play a song for this pretty little lady (Oh, oh, oh)
'Cause if she dance as good as she look right now (Oh, oh, oh)
I just might, I just might make her my baby
I just might make her my baby
Hey, Mr. DJ (Oh, oh, oh)
Play a song for this pretty little lady (Oh, oh, oh)
'Cause if she dance as good as she look right now (Oh, oh, oh)
I just might, I just might make her my baby
I just might make her my baby, hey

[Post-Chorus]
Doo-doo, doo-doo, doo-doo, doo-doo-doo
I just might
Doo-doo, doo-doo, doo-doo, doo-doo-doo
Oh, I just might"
Bruno Mars,Too Good to Say Goodbye,"45 ContributorsToo Good to Say Goodbye Lyrics[Verse 1]
I've made mistakes
I could have treated you better
I let you get away
There goes my happily ever after

[Pre-Chorus]
Tell me why, why can't we try and start again?
This can't be how our story ends
You're more than my girl, you're my best friend
Tell me you remember when
Ooh, I was your man and you were my girl
It was you and me against the world

[Chorus]
Baby, ain't nobody gonna love me like the way you do
And you ain't never gonna find a love like mine
Tell me, what can I do to make it up to you?
'Cause what we got's too good to say goodbye, goodbye

[Verse 2]
Yeah, I'm still in love with you, darlin'
I know you feel the same
Oh, what's the point of both of us being broken-hearted?
I pray it's never too late


[Pre-Chorus]
So tell me why, why can't we try and start again?
This can't be how our story ends
You're more than my girl, you're my best friend
Tell me you remember when
I was your man and you were my girl
It was you and me against the world

[Chorus]
Baby, ain't nobody gonna love me like the way you do
And you ain't never gonna find a love like mine
Tell me, what can I do to make it up to you?
'Cause what we got's too good to say goodbye, goodbye

[Bridge]
(Oh, don't you give up)
Girl, won't you listen?
(Don't you give up)
It's you that I'm missin'
(Don't you give up)
Take my hand, I wanna go, I wanna go
(All the way)
If we're gonna fight, let's fight for better days
I know we're gonna make it
This is the chance, let's take it


[Chorus]
Baby, ain't nobody gonna love me like the way you do (Woo)
(No, no, no)
And you ain't never gonna find a love like mine
(Ooh, tell me)
Tell me, what can I do to make it up to you?
'Cause what we got's too good to say goodbye
(Come on, come on, come on)
Goodbye (Ooh, baby, baby)
Ain't nobody gonna love me like the way you do (Yeah)
(Nobody, baby)
And you ain't never gonna find a love like mine
(Oh, tell me)
Tell me, what can I do to make it up to you?
'Cause what we got's too good to say goodbye, goodbye"
Bruno Mars,Gorilla,"54 ContributorsTranslationsPortuguêsGorilla Lyrics“Gorilla” is a single off of Bruno Mars' Unorthodox Jukebox. It’s a slow filthy crooner about animalistic sex that revels in the dirty side of vintage.

The day before the song’s release as a single, he… Read More [Verse 1]
Ooh, I got a body full of liquor
With a cocaine kicker
And I'm feelin' like I'm thirty feet tall
So lay it down, lay it down
You got your legs up in the sky
With the devil in your eyes
Let me hear you say you want it all
Say it now, say it now

[Pre-Chorus]
Look what you're doin'
Look what you've done
But in this jungle, you can't run
'Cause what I got for ya, I promise it's a killer
You'll be bangin' on my chest, bang bang, gorilla

[Chorus]
Ooh, ooh, yeah
You and me, baby, makin' love like gorillas
Ooh, ooh, yeah
You and me, baby, makin' love like gorillas

[Verse 2]
Yeah, I got a fistful of your hair
But you don't look like you're scared
You just smilin', tell me, ""Daddy, it's yours""
'Cause you know how I like it, you's a dirty little lover
If the neighbors call the cops, call the sheriff, call the SWAT
We don't stop, we keep rockin' while they knockin' on our door
And you're screamin', ""Give it to me, baby
Give it to me, motherfucker""


[Pre-Chorus]
Oh, look what you're doin'
Look what you've done
But in this jungle, you can't run
'Cause what I got for ya, I promise it's a killer
You'll be bangin' on my chest, bang bang, gorilla

[Chorus]
Ooh, ooh, yeah
You and me, baby, makin' love like gorillas
Ooh, ooh, yeah
You and me, baby, makin' love like gorillas

[Bridge]
I bet you never ever felt so good, so good
I got your body tremblin' like it should, it should
You'll never be the same, baby, once I'm done with
You-ooh-ooh-ooh-ooh

[Chorus]
You, you, you
Oh, you and me, baby, makin' love like gorillas
Ooh (Ooh, ooh), ooh, yeah (Yeah)
You and me, baby, we'll be fuckin' like gorillas
Yeah (Ooh), yeah, baby (Ooh), baby (Yeah)
Aw, yeah, yeah
You and me, baby, makin' love like gorillas"
